,"Site officiel Guillaume Apollinaire",,"http://www.apollinaire.ulg.ac.be/"
,"Archives de la revue <i>Que Vlo-Ve?</i>",,"http://www.apollinaire.ulg.ac.be/Archives_Que_Vlo_Ve/Archives_Que_Vlo_Ve.html"
,"HyperApollinaire OBVIL",,"http://obvil.paris-sorbonne.fr/projets/hyperapollinaire"
