"L'Intransigeant",,1910-1914
"Paris-journal",,1910-1914
"Les Soirées de Paris",,1912-1914
"Mercure de France",,1911-1918
"Montjoie!",,1913
"L'Europe Nouvelle",,1918
"Les Arts à Paris",,1918
