Bulletin du Photo-club de Paris,,"1893, 1896-1898, 1900-1902"
The British journal of photography,,"1896-1897, 1906, 1908-1910, 1913"
The Amateur photographer,,"1896-1898, 1900-1903, 1907, 1910-1914"
Photograms of the year,,"1898-1907, 1909-1913"
Camera notes,,1899-1902
La Revue de photographie,,1903-1908
Camera work,,"1904, puis 1906-1907"
