Littérature,,1919-1922
Paris-journal,,"1923, directeur de publication"
Commune,,"1933-1939, directeur de publication"
L'Humanité,,1933-1939
Ce soir,,"1937-1939, directeur de publication puis 1947-1953"
Les Lettres françaises,,"1945-1972, directeur de publication 1953-1972"
Europe,,1946-1948
