,"Site de l’Équipe de Recherche Interdisciplinaire sur Louis Aragon et Elsa Triolet (ERITA)",,"http://www.louisaragon-elsatriolet.org/"
,"Société belge des amis d’Aragon (AGOTA) ",,"http://www.agota.be/aragon/biblio.html"
"BABILAS Wolfgang","Louis Aragon on line [site qui n’est plus mis à jour depuis février 2013]","Université de Münster","http://www.uni-muenster.de/LouisAragon/biblio/biblio.htm"
,"Equipe Aragon, Institut des Textes et Manuscrits",,"http://louis-aragon-item.org"
