La Jeune Belgique,,"1883, 1885-1893"
La Plume,,"1891, 1893, 1895, 1899-1903"
L'Art Moderne,,1901-1908
Mercure de France,,"1892-1906, 1908-1913, 1915-1919, 1921-1924, 1926-1940"
