"Cahiers d'art",,"1926-1931"
"L'Intransigeant",,"1928-1933, rédacteur artistique de publication avec Maurice Raynal"
"Minotaure",,"1933-1936, directeur artistique de publication"
"La Bête noire",,"1935, directeur de publication avec Maurice Raynal 1935-1936"
"Le Voyage en Grèce",,"1935-1936, directeur artistique de publication 1934-1937"
"Verve",,"1937-1960, éditeur et directeur de publication"
