L'Artiste,,"1881-1886, 1894-1895"
La Jeune Belgique,,1885-1887
Le Figaro,,"1885, 1890-1891, 1908-1914"
La Grande revue. Paris et Saint-Pétersbourg,,1888-1890
La Nouvelle revue,,"1902-1910, 1913-1914, 1917"
Mercure de France,,"1902, 1904-1915"
La Revue politique et littéraire,,1902-1917
La Revue hebdomadaire,,1903-1918
Le Soleil,,1905-1913
Comœdia,,"1908-1912, 1917"
