Revue des arts décoratifs,,1887-1900
Gazette des beaux-arts,,1892-1923
La Nouvelle revue,,1890-1896
Art et décoration,,1897-1919
La Revue de l'art ancien et moderne,,1899-1924
L'Art et les Artistes,,1905-1924
