"La Grande France",,"1900-1903, directeurs de publication"
"La Vie",,"1911-1941, directeurs de publication"
"Encyclopédie de la France et d'Outre-Mer",,"1946-1948, directeurs de publication"
"La Vie de la France et de l'Union française",,"1949-1953, directeurs de publication"
