Le Rappel des travailleurs des villes et des campagnes,,1902-1904
L'Humanité,Chronique de l'art social,1909-1912
L'Humanité,L'Actualité artistique,1913-1916
L'Humanité,Notes d'art,1916-1917
La France Libre,Notes d'art,1918-1923
L'Amour de l'art,,1924-1929
