Réalisme,,1856-1857
L'Artiste,,1868-1870
Le Temps,,1868-1877
Paris-journal,,1869-1872
La Vie parisienne,,1871-1876
Le Petit moniteur universel,,1872-1873
Le Siècle,,1872-1876
Gazette des beaux-arts,,1872-1880
Musée universel,,1873-1875
La Chronique des arts et de la curiosité,,1877-1880
Les Beaux-arts illustrés,,1877-1880
La Vie moderne,,1879-1880
