,Société J.-K. Huysmans,"Université Paris IV-Sorbonne, Centre de recherche sur la littérature française du XIXe siècle",http://www.societe-huysmans.paris-sorbonne.fr
KING Brendan,J.-K. Huysmans [site personnel],,http://www.huysmans.org
