Le Corsaire-Satan,,1844-1848
Le Messager de l'Assemblée,,"1851, critique littéraire"
La Presse,,"1854-1865, feuilletons"
Gazette de Champfleury,,1856
La Vie parisienne,,1863-1870
Le Bibliophile français,,1868-1871
Gazette des beaux-arts,,1869-1880
L'Art,,1875-1889
